SITE_ID,Visual Check,SITE_TYPE,FACILITY_SITE_NUMBER,SITE_NAME,REGION_NAME,STATE,COUNTY,CITY,SRP_LATITUDE,SRP_LONGITUDE,SRP_ELEVATION,SRPELEVATIONMETHOD,BOUNDARYARTCCID,BOUNDARYARTCCCOMPUTERID,BOUNDARYARTCCNAME,TIEINFSSID,TIEINFSSNAME,ATCT,MAGNETICVARIATION,MAGNETICVARIATIONYEAR,TRAFFICPATTERNALTITUDE,MILITARYJOINTUSE,BEACONSCHEDULE,UNICOMFREQUENCIES,CTAFFREQUENCY,SEGMENTEDCIRCLE,BEACONCOLOR,WINDINDICATOR,ICAOIDENTIFIER,ARFF_CERT_CLASS_CODE,CERT_139_TYPE,AIR_CARRIER_SCHEDULED_SERVICE,ARFF_CERT_MONTH,LANDING_FACILITY_SITE_NUMBER,RUNWAY_STATE_POST_OFFICE_CODE,RUNWAY_ID,PHYSICAL_RUNWAY_LENGTH,PHYSICAL_RUNWAY_WIDTH,RUNWAY_SURFACE_TYPE_CONDITION,Runway Surface,RUNWAY_SURFACE_TREATMENT,PCN,RUNWAY_LIGHTS_EDGE_INTENSITY,BASE_END_IDENTIFIER,RUNWAY_END_TRUE_ALIGNMENT,ILS_TYPE,RIGHT_HAND_TRAFFIC_PATTERN,RUNWAY_MARKINGS_TYPE,RUNWAY_MARKINGS_CONDITION,LATITUDE_RUNWAY_END,LONGITUDE_RUNWAY_END,ELEVATION_RUNWAY_END,THRESHOLD_CROSSING_HEIGHT,VISUAL_GLIDE_PATH_ANGLE,LATITUDE_DISPLACED_THRESHOLD,LONGITUDE_DISPLACED_THRESHLD,ELEVATION_DISPLACED_THRESHOLD,DISPLACED_THRESHOLD,ELEVATION_AT_TOUCHDOWN_ZONE,VISUAL_GLIDE_SLOPE_INDICATORS,RUNWAY_VISUAL_RANGE_EQUIPMENT,RUNWAY_VISIBLE_VALUE_EQUIPMENT,APPROACH_LIGHT_SYSTEM,REIL_AVAILABILITY,RUNWAY_CENTERLINE_LIGHTS_AVAIL,RUNWAY_END_TOUCHDOWN_LIGHTS_AV,CONTROLLING_OBJECT_DESCRIPTION,CONTROLLING_OBJECT_MARKED,OBJECTS_AFFECTING_NAVIGABLE_AS,CONTROLLING_OBJECT_CLEARANCE_S,HEIGHT_ABOVE_RUNWAY,DISTANCE_FROM_RUNWAY_END,CENTERLINE_OFFSET,RECIPROCAL_END_IDENTIFIER,REC_RUNWAY_END_TRUE_ALIGNMENT,REC_ILS_TYPE,RH_TRAFFIC_PATTERN_LANDING_AIR,REC_RUNWAY_MARKINGS_TYPE,REC_RUNWAY_MARKINGS_CONDITION,REC_LATITUDE_PHY_RUNWAY_END,REC_LONGITDE_PHY_RUNWAY_END,REC_ELEVATION_PHY_RUNWAY_END,REC_THRESHOLD_CROSSING_HEIGHT,REC_VISUAL_GLIDE_PATH_ANGLE,REC_LATITUDE_DISP_THRESHOLD,REC_LONGITUDE_DISP_THRESHOLD,REC_ELEVATION_DISP_THRESHOLD,REC_DISPLACED_THRESHOLD,REC_ELEVATION_TOUCHDOWN_ZONE,APPROACH_SLOPE_INDICATOR_EQUIP,REC_RUNWAY_VISUAL_RANGE_EQUIP,REC_RUNWAY_VISIBILITY_VALUE_EQ,REC_APPROACH_LIGHT_SYSTEM,REC_REIL_AVAILABILITY,REC_RUNWAY_CENTERLINE_LIGHTS_A,REC_RUNWAY_END_TOUCHDOWN_LIGHT,END_CONTROLLING_OBJECT_DESCRIP,END_CONTROLLING_OBJECT_MARKED,END_OBJECTS_AFFECTING_NAV_AIR,END_CONTROL_OBJECT_CLEAR_SLOPE,END_CONTROL_OBJECT_HEIGHT_AR,END_CO_DIST_FROM_RUNWAY_END,END_CO_CENTERLINE_OFFSET,RUNWAY_LENGTH_SOURCE,RUNWAY_LENGTH_SOURCE_DATE,RUNWAY_CAPACITY_SINGLE_WHEEL,RUNWAY_CAPACITY_DOUBLE_WHEEL,RUNWAY_CAPACITY_2_DUAL_TANDEM,RUNWAY_CAPACITY_2_DD_TANDEM,BASE_RUNWAY_END_GRADIENT,BASE_RUNWAY_END_GRADIENT_DIR,BASE_RUNWAY_END_POSITION_SRC,BASE_RUNWAY_END_POSITION_SDT,BASE_RUNWAY_END_ELEV_SRC,BASE_RUNWAY_END_ELEV_SDT,BASE_DISP_THESHOLD_POS_SRC,BASE_DISP_THESHOLD_POS_SDT,BASE_DISP_THESHOLD_ELEV_SRC,BASE_DISP_THESHOLD_ELEV_SDT,BASE_TD_ZONE_ELEV_SRC,BASE_TD_ZONE_ELEV_SDT,BASE_TORA,BASE_TODA,BASE_ASDA,BASE_LDA,BASE_LAHSO,BASE_INTERSECTING_RUNWAY_ID,BASE_DESC_NOT_AN_INTER_RUNWAY,BASE_LATITUDE_LAHSO,BASE_LONGITUDE_LAHSO,BASE_LAHSO_SOURCE,BASE_LAHSO_SOURCE_DATE,RECP_RUNWAY_END_GRADIENT,RECP_RUNWAY_END_GRADIENT_DIR,RECP_RUNWAY_END_POSITION_SRC,RECP_RUNWAY_END_POSITION_SDT,RECP_RUNWAY_END_ELEV_SRC,RECP_RUNWAY_END_ELEV_SDT,RECP_DISP_THESHOLD_POS_SRC,RECP_DISP_THESHOLD_POS_SDT,RECP_DISP_THESHOLD_ELEV_SRC,RECP_DISP_THESHOLD_ELEV_SDT,RECP_TD_ZONE_ELEV_SRC,RECP_TD_ZONE_ELEV_SDT,RECP_TORA,RECP_TODA,RECP_ASDA,RECP_LDA,RECP_LAHSO,RECP_INTERSECTING_RUNWAY_ID,RECP_DESC_NOT_AN_INTER_RUNWAY,RECP_LATITUDE_LAHSO,RECP_LONGITUDE_LAHSO,RECP_LAHSO_SOURCE,RECP_LAHSO_SOURCE_DATE,Surface
4WN6,,HELIPORT,27354.36*H,BAY AREA MEDICAL CENTER,Great Lakes,WI,MARINETTE,MARINETTE,45.06847222,-87.64747222,611,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,,,,,SEE RMK,,,,CGY,Y-L,,,,,,27354.36*H,WI,H1,47,47,CONC-E,CONC,,,PERI,H1,,,,BSC,G,45.06847222,-87.64747222,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STATE,7/10/2018 0:00,,,,,,,STATE,7/10/2018 0:00,STATE,7/10/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WS98,1,HELIPORT,27356.1*H,ST JOSEPH'S HOSPITAL,Great Lakes,WI,WOOD,MARSHFIELD,44.67613889,-90.17730556,1286,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,00W,1995,,,,123.05,,N,,Y-L,,,,,,27356.1*H,WI,H1,40,40,CONC,CONC,,,PERI,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARPTS CONTRACTOR,4/5/2013 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WN02,1,HELIPORT,27361.01*H,MILE BLUFF MEDICAL CENTER,Great Lakes,WI,JUNEAU,MAUSTON,43.78233333,-90.07580556,920,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,2000,,,,,,N,,,,,,,,27361.01*H,WI,H1,60,60,ASPH,ASPH,,,,H1,,,,,,43.78233333,-90.07580556,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
12WI,1,HELIPORT,27364.12*H,ASPIRUS MEDFORD HOSPITAL & CLINICS INC,Great Lakes,WI,TAYLOR,MEDFORD,45.13658333,-90.35569444,1435,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,00W,1995,,,,,,N,,Y,,,,,,27364.12*H,WI,H1,76,76,CONC,CONC,,,PERI,H1,,,,,,45.13658333,-90.35569444,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,9/29/2012 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WS21,1,HELIPORT,27371.5*H,COMMUNITY MEMORIAL HOSPITAL,Great Lakes,WI,WAUKESHA,MENOMONEE FALLS,43.16419444,-88.13925,918,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,02W,1995,,,,,,N,,Y-L,,,,,,27371.5*H,WI,H1,65,60,ASPH,ASPH,,,,H1,,,,,,43.16419444,-88.13925,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/18/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WN25,1,HELIPORT,27377.11*H,MAYO CLINIC HEALTH SYSTEM-RED CEDAR,Great Lakes,WI,DUNN,MENOMONIE,44.88377778,-91.90088889,880,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,00W,2010,,,,,,N,,Y,,,,,,27377.11*H,WI,H1,30,30,ASPH,ASPH,,,,H1,,,,,,44.88377778,-91.90088889,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WI08,1,HELIPORT,27378.1*H,ST MARY'S HOSPITAL OZAUKEE,Great Lakes,WI,OZAUKEE,MEQUON,43.25530556,-87.92619444,667,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,03W,,,,SS-SR,,,N,CGY,Y-L,,,,,,27378.1*H,WI,H1,40,40,ASPH,ASPH,,,PERI,H1,,,,,,43.25530556,-87.92619444,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/18/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
0WI0,1,HELIPORT,27386.02*H,AURORA ST LUKE'S MEDICAL CENTER,Great Lakes,WI,MILWAUKEE,MILWAUKEE,42.98888889,-87.95147222,761,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,,,,N,,Y,,,,,,27386.02*H,WI,H1,43,44,ALUM,ALUM,,,LOW,H1,,,,,,42.98888889,-87.95147222,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/18/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALUMINIUM
23WS,1,HELIPORT,27386.07*H,COLUMBIA ST MARY'S,Great Lakes,WI,MILWAUKEE,MILWAUKEE,43.06083333,-87.88083333,895,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,,,,,,,,,CGY,Y-L,,,,,,27386.07*H,WI,H1,60,60,ROOF-TOP-G,ROOF,,,PERI,H1,,,,,,43.06083333,-87.88083333,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,10/31/2008 0:00,,,,,,,FAA-EST IMAGERY,6/18/2015 0:00,OWNER,10/31/2008 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROOFTOP
WS03,1,HELIPORT,27386.03*H,ST MARY'S HOSPITAL OF MILWAUKEE,Great Lakes,WI,MILWAUKEE,MILWAUKEE,43.06094444,-87.88052778,670,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,SEE RMK,,,N,CGY,Y-L,,,,,,27386.03*H,WI,H1,20,20,CONC,CONC,,,,H1,,,,,,43.06094444,-87.88052778,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/18/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
50WI,1,HELIPORT,27406.6*H,S C JOHNSON WAXDALE,Great Lakes,WI,RACINE,MOUNT PLEASANT,42.71138889,-87.88388889,679,,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,,,,,,,,,,Y-L,,,,,,27406.6*H,WI,H1,44,44,CONC-E,CONC,,,NSTD,H1,,,,,,42.71138889,-87.88388889,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STATE,9/13/2016 0:00,,,,,,,STATE,9/13/2016 0:00,STATE,9/13/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WS35,1,HELIPORT,27409.01*H,THEDA CLARK RGNL MEDICAL CENTER,Great Lakes,WI,WINNEBAGO,NEENAH,44.18622222,-88.4545,751,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,02W,2000,,,SS-SR,,,N,CGY,Y,,,,,,27409.01*H,WI,H1,40,40,CONC,CONC,,,,H1,,,,,,44.18622222,-88.4545,751,,,,,,,,,,,,,,,POLE,,,,34,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,4/13/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
14WI,1,HELIPORT,27427.22*H,CYLON,Great Lakes,WI,ST CROIX,NEW RICHMOND,45.13694444,-92.37666667,1071,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,,,,,,,,,,Y,,,,,,27427.22*H,WI,H1,90,90,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,7/23/2008 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
46WI,1,HELIPORT,27427.3*H,WESTFIELDS HOSPITAL,Great Lakes,WI,ST CROIX,NEW RICHMOND,45.11775,-92.55416667,996,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,02E,1995,,,,,,N,,Y-L,,,,,,27427.3*H,WI,H1,40,40,CONC,CONC,,,NSTD,H1,,,,,,45.11775,-92.55416667,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,5/21/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WI71,,HELIPORT,27427.13*H,MEISTER'S,Great Lakes,WI,ST CROIX,NEW RICHMOND,45.19911111,-92.57386111,931,,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,,,,,,,,,,,,,,,,27427.13*H,WI,H1,33,33,TURF-E,TURF,,,FLD,H1,,,,,,45.19911111,-92.57386111,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STATE,10/13/2017 0:00,,,,,,,STATE,10/13/2017 0:00,STATE,10/13/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
WI39,1,HELIPORT,27444.1*H,AURORA SUMMIT MEDICAL CENTER,Great Lakes,WI,WAUKESHA,OCONOMOWOC,43.06694444,-88.46722222,884,,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,,,,,,,,N,,Y,,,,,,27444.1*H,WI,H1,80,80,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADO,3/17/2010 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
22WI,,HELIPORT,27451.*H,HSHS ST CLARE MEMORIAL HOSPITAL,Great Lakes,WI,OCONTO,OCONTO FALLS,44.86536111,-88.12863889,720,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,02W,1990,,,,,,N,,,,,,,,27451.*H,WI,H1,75,75,TURF,TURF,,,,H1,,,,,,44.86536111,-88.12863889,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,4/13/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
69WI,,HELIPORT,27465.01*H,KROY-OSCEOLA,Great Lakes,WI,POLK,OSCEOLA,45.31994444,-92.68769444,910,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,03E,1985,,,,,,N,,Y,,,,,,27465.01*H,WI,H1,130,80,TURF,TURF,,,,H1,,,,,,45.31994444,-92.68769444,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
WS50,1,HELIPORT,27469.02*H,MERCY MEDICAL CENTER,Great Lakes,WI,WINNEBAGO,OSHKOSH,44.01394444,-88.59963889,775,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,,,,N,,Y,,,,,,27469.02*H,WI,H1,40,40,CONC,CONC,,,PERI,H1,,,,,,44.01394444,-88.59963889,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/1/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
78WI,1,HELIPORT,27470.*H,MAYO CLINIC HEALTH SYSTEM-OAKRIDGE,Great Lakes,WI,TREMPEALEAU,OSSEO,44.5775,-91.21161111,989,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,00E,2005,,,,,,,,Y,,,,,,27470.*H,WI,H1,40,40,CONC-G,CONC,,,PERI,H1,,,,,,44.5775,-91.21161111,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,4/2/2007 0:00,,,,,,,OWNER,4/2/2007 0:00,OWNER,4/2/2007 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WN97,1,HELIPORT,27491.*H,ST CATHERINE'S HOSPITAL,Great Lakes,WI,KENOSHA,PLEASANT PRAIRIE,42.56361111,-87.92361111,728,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,02W,2000,,,,,,N,,Y,,,,,,27491.*H,WI,H1,60,60,CONC,CONC,,,PERI,H1,,,,,,42.56361111,-87.92361111,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,5/31/2002 0:00,,,,,,,FAA-EST IMAGERY,6/2/2015 0:00,OWNER,5/31/2002 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
57WI,,HELIPORT,27494.*H,AURORA VALLEY VIEW MEDICAL CENTER,Great Lakes,WI,SHEBOYGAN,PLYMOUTH,43.74444444,-87.96777778,878,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,03W,2000,,,,,,N,,,,,,,,27494.*H,WI,H1,47,47,ASPH,ASPH,,,FLD,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,12/10/2002 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
8WI4,1,HELIPORT,27496.47*H,ST MARY'S HOSPITAL OZAUKEE,Great Lakes,WI,OZAUKEE,PORT WASHINGTON,43.25530556,-87.92622222,710,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,,,,N,,Y,,,,,,27496.47*H,WI,H1,35,35,CONC-G,CONC,,,,H1,,,,,,43.25530556,-87.92622222,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/18/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
18WI,,HELIPORT,27496.8*H,LEACH FARMS,Great Lakes,WI,WAUSHARA,POY SIPPI,44.08802778,-88.92538889,750,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,,,,N,,,,,,,,27496.8*H,WI,H1,2300,100,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
4WI6,,HELIPORT,27501.16*H,PRAIRIE DU CHIEN MEMORIAL HOSPITAL,Great Lakes,WI,CRAWFORD,PRAIRIE DU CHIEN,43.02083333,-91.11130556,640,,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,,,,,,,,,,,,,,,,27501.16*H,WI,H1,52,52,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
1WI4,,HELIPORT,27513.2*H,JOHNSON WAX,Great Lakes,WI,RACINE,RACINE,42.70833333,-87.79172222,640,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,,123.05,,N,,Y,,,,,,27513.2*H,WI,H1,70,30,ASPH,ASPH,,,,H1,,,N,,,42.70833333,-87.79172222,640,,,,,,,,,,,,,,,BLDG,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WS53,1,HELIPORT,27513.21*H,ST MARY'S MEDICAL CENTER,Great Lakes,WI,RACINE,RACINE,42.73047222,-87.82791667,686,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,,,,N,,Y,,,,,,27513.21*H,WI,H2,50,50,ALUMINUM,ALUMINUM,,,PERI,H2,,,,,,42.73141667,-87.82775,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,2/1/2005 0:00,,,,,,,FAA-EST IMAGERY,6/18/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALUMINIUM
WS53,1,HELIPORT,27513.21*H,ST MARY'S MEDICAL CENTER,Great Lakes,WI,RACINE,RACINE,42.73047222,-87.82791667,686,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,,,,N,,Y,,,,,,27513.21*H,WI,H1,50,50,CONC,CONC,,,,H1,,,,,,42.73047222,-87.82791667,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,3/19/2003 0:00,,,,,,,FAA-EST IMAGERY,6/18/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WS54,1,HELIPORT,27518.01*H,REEDSBURG AREA MEDICAL CENTER,Great Lakes,WI,SAUK,REEDSBURG,43.55005556,-89.99216667,940,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01E,1985,,,,,,N,,,,,,,,27518.01*H,WI,H1,25,25,ASPH,ASPH,,,,H1,,,,,,43.55005556,-89.99216667,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,10/8/2013 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
62WI,1,HELIPORT,27527.12*H,LAKEVIEW MEDICAL CENTER,Great Lakes,WI,BARRON,RICE LAKE,45.51458333,-91.73536111,1145,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,00E,2010,,,,,,,,Y,,,,,,27527.12*H,WI,H1,75,75,ASPH-G,ASPH,,,,H1,,,,,,45.51458333,-91.73536111,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,3/29/2007 0:00,,,,,,,OWNER,3/29/2007 0:00,OWNER,3/29/2007 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
26WN,1,HELIPORT,27530.43*H,RICHLAND HOSPITAL,Great Lakes,WI,RICHLAND,RICHLAND CENTER,43.33866667,-90.38205556,850,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,02W,2020,,,,,,,,Y-L,,,,,,27530.43*H,WI,H1,45,45,ROOF-TOP,ROOF,,,PERI,H1,,,,,,43.33866667,-90.38205556,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,10/25/2012 0:00,,,,,,,OWNER,10/25/2012 0:00,OWNER,10/25/2012 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROOFTOP
70WI,1,HELIPORT,27535.2*H,RIPON MEDICAL CENTER,Great Lakes,WI,ADAMS,RIPON,43.83369444,-88.81891667,963,,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,,,,,,,,,,,,,,,,27535.2*H,WI,H1,40,40,ASPH,ASPH,,,,H1,,,,,,43.83369444,-88.81891667,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STATE,4/16/2016 0:00,,,,,,,STATE,4/16/2016 0:00,STATE,4/16/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
8WI9,1,HELIPORT,27540.131*H,RIVER FALLS AREA HOSPITAL,Great Lakes,WI,ST CROIX,RIVER FALLS,44.86505556,-92.60233333,947,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,02E,1990,,,,,,N,,,,,,,,27540.131*H,WI,H1,50,50,CONC,CONC,,,,H1,,,,,,44.86505556,-92.60233333,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,5/21/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
98WI,,HELIPORT,27562.01*H,SHAWANO MEDICAL CENTER,Great Lakes,WI,SHAWANO,SHAWANO,44.78441667,-88.61783333,812,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,02W,1995,,,,,,N,,,,,,,,27562.01*H,WI,H1,70,70,TURF,TURF,,,,H1,,,,,,44.78441667,-88.61783333,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,4/13/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
