,Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,DD_Latitudes,DD_Longitudes,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role
70,06878.*A,AIRPORT,SLN,3/24/2022,ACE,NONE,KS,KANSAS,SALINE,KS,SALINA,SALINA RGNL,PU,PU,SALINA ARPT AUTH,3237 ARNOLD AVENUE,"SALINA, KS 67401",785-827-3914,MR. TIMOTHY F ROGERS,3237 ARNOLD AVENUE,"SALINA, KS 67401",785-827-3914,38.79061111,-97.65222222,038-47-26.2000N,139646.2000N,097-39-08.0000W,0351548.0000W,E,1288,S,07E,1990,,WICHITA,3,SW,2862,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,ICT,WICHITA,,1-800-WX-BRIEF,,,,SLN,Y,,O,I A S 05/1973,NGPXY,NO OBJECTION,N,N,N,Y,F,F,2/4/2020,1/4/1991,100LL A,MAJOR,MAJOR,NONE,HIGH,SEE RMK,SS-SR,Y,122.95,119.3,N,CG,N,,71,8,4,4,3,5,0,1368,,16430,27817,7434,7399,12/31/2020,3RD PARTY SURVEY,10/15/2013,3RD PARTY SURVEY,10/15/2013,,"HGR,TIE","AMB,CARGO,CHTR,INSTR,RNTL,SALES",Y,KSLN,Non-Hub,
71,06595.*A,AIRPORT,FLV,3/24/2022,ACE,NONE,KS,KANSAS,LEAVENWORTH,KS,FORT LEAVENWORTH,SHERMAN AAF,MR,PU,"U S ARMY, ARMY AVIATION DIV","DIR OF PLANS, TRNG & OPS, 290 GRANT AVE., UNIT 3","FT LEAVENWORTH, KS 66027-1254",913-684-6040,AIRFIELD OPS,1000 CHIEF JOSEPH LOOP,"FT. LEAVENWORTH, KS 66027-1254",913-684-6041,39.36757556,-94.91433972,039-22-03.2700N,141723.2720N,094-54-51.6200W,0341691.6230W,E,771,S,04E,2000,698,KANSAS CITY,3,N,234,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,ICT,WICHITA,,1-800-WX-BRIEF,,,,ICT,Y,5/1/1941,O,,,NO OBJECTION,N,N,Y,N,S,S,9/4/2019,,100LL A A1+,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,126.2,N,SCG,N,,30,1,1,,,,,,,,4600,4950,700,7/31/2019,FAA-EST,12/10/2010,FAA,8/29/2012,,"HGR,TIE","INSTR,RNTL",Y,KFLV,,
72,07090.*A,AIRPORT,CVG,3/24/2022,ASO,MEM,KY,KENTUCKY,BOONE,KY,COVINGTON,CINCINNATI/NORTHERN KENTUCKY INTL,PU,PU,KENTON COUNTY ARPT BOARD,PO BOX 752000,"CINCINNATI, OH 45275-2000",859-767-3151,CANDACE MCGRAW,PO BOX 752000,"CINCINNATI, OH 45275-2000",859-767-3151,39.0488375,-84.66782083,039-02-55.8200N,140575.8150N,084-40-04.1500W,0304804.1550W,E,896.1,S,06W,2025,,CINCINNATI,8,SW,7000,ZID,ZCI,INDIANAPOLIS,ZID,ZCI,INDIANAPOLIS,N,LOU,LOUISVILLE,,1-800-WX-BRIEF,,,,CVG,Y,12/1/1944,O,I C S 05/1973,NGY,NOT ANALYZED,N,Y,N,Y,F,F,7/15/2021,,100LL A,MAJOR,MAJOR,NONE,NONE,,SS-SR,Y,122.95,,N,CG,N,,2,2,7,0,0,0,0,105429,,7182,192,4579,296,6/30/2021,3RD PARTY SURVEY,12/21/2017,3RD PARTY SURVEY,12/21/2017,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL",Y-L,KCVG,Medium,
73,07308.1*A,AIRPORT,OWB,3/24/2022,ASO,MEM,KY,KENTUCKY,DAVIESS,KY,OWENSBORO,OWENSBORO/DAVIESS COUNTY RGNL,PU,PU,OWENSBORO CITY & DAVIESS COUNTY,2200 AIRPORT ROAD,"OWENSBORO, KY 42303",270-685-4179,TRISTAN DURBIN,2200 AIRPORT ROAD,"OWENSBORO, KY 42303",270-685-4179,37.73883417,-87.16682856,037-44-19.8000N,135859.8030N,087-10-00.5800W,0313800.5828W,E,407.3,S,04W,2015,,ST LOUIS,3,SW,880,ZID,ZCI,INDIANAPOLIS,ZID,ZCI,INDIANAPOLIS,N,LOU,LOUISVILLE,,1-800-WX-BRIEF,,,,OWB,Y,12/1/1949,O,I B S 04/1989,NGY,NOT ANALYZED,N,Y,N,Y,F,F,6/25/2021,5/16/2001,100LL A,MAJOR,MAJOR,LOW,,SEE RMK,SS-SR,Y,122.95,120.7,Y,CG,N,,47,8,9,,1,,2,232,,2795,5812,8816,1926,6/24/2021,FAA,7/2/2012,3RD PARTY SURVEY,6/22/2011,,"HGR,TIE","AFRT,CHTR,INSTR",Y-L,KOWB,,Regional
74,07411.*A,AIRPORT,AEX,3/24/2022,ASW,LNM,LA,LOUISIANA,RAPIDES,LA,ALEXANDRIA,ALEXANDRIA INTL,PU,PU,ENGLAND AUTHORITY,1611 ARNOLD DR,"ALEXANDRIA, LA 71303",318-449-3504,SCOTT GAMMEL,1611 ARNOLD DR,"ALEXANDRIA, LA 71303",318-427-6419,31.32737167,-92.54855583,031-19-38.5400N,112778.5380N,092-32-54.8000W,0333174.8010W,E,88.1,S,03E,1995,1200,HOUSTON,4,W,3212,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,DRI,DE RIDDER,,1-800-WX-BRIEF,,,,AEX,Y,2/1/1944,O,I D S 08/1993,NP,CONDITIONAL,N,N,,Y,S,F,2/13/2020,12/13/1976,100 A MOGAS,MAJOR,MAJOR,LOW,LOW,SS-SR,SS-SR,Y,,127.35,Y,CG,N,,31,4,11,4,,,,1927,,4655,2837,7996,4740,12/31/2020,3RD PARTY SURVEY,6/17/2020,3RD PARTY SURVEY,6/17/2020,,"HGR,TIE","CHTR,INSTR,RNTL,SALES",Y-L,KAEX,Non-Hub,
75,07493.*A,AIRPORT,DRI,3/24/2022,ASW,LNM,LA,LOUISIANA,BEAUREGARD,LA,DE RIDDER,BEAUREGARD RGNL,PU,PU,BEAUREGARD PARISH,1220 1ST AVE,"DERIDDER, LA 70634",337-463-8250,SAM LACK,1220 1ST AVE,"DERIDDER, LA 70634",337-463-8250,30.83172222,-93.33991667,030-49-54.2000N,110994.2000N,093-20-23.7000W,0336023.7000W,E,201.5,S,04E,1990,1000,HOUSTON,3,SW,4300,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,DRI,DE RIDDER,,1-800-WX-BRIEF,,,,DRI,Y,4/1/1940,O,,NGPY,NO OBJECTION,N,N,N,Y,S,S,9/16/2021,,100LL A,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,15,3,0,0,0,0,0,,,,7200,6200,1000,9/23/2020,NGS,12/7/2000,NGS,12/7/2000,,"HGR,TIE","AGRI,INSTR,PAJA,RNTL",Y-L,KDRI,,Local
76,07541.*A,AIRPORT,HDC,3/24/2022,ASW,LNM,LA,LOUISIANA,TANGIPAHOA,LA,HAMMOND,HAMMOND NORTHSHORE RGNL,PU,PU,CITY OF HAMMOND,PO BOX 2788,"HAMMOND, LA 70404-2788",(985) 277-5601,DAVID LOBUE,600 JUDGE LEON FORD DRIVE,"HAMMOND, LA 70401",985-277-5667,30.5216875,-90.41837972,030-31-18.0800N,109878.0750N,090-25-06.1700W,0325506.1670W,E,46.1,E,00E,2010,956,NEW ORLEANS,3,NE,920,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,DRI,DE RIDDER,,1-800-WX-BRIEF,,,,DRI,Y,11/1/1941,O,,NGPY3,NO OBJECTION,N,N,N,Y,S,S,5/27/2021,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,,120.575,N,CG,N,,64,4,10,2,0,20,0,,,1500,45000,35000,20000,5/26/2020,3RD PARTY SURVEY,5/3/2019,3RD PARTY SURVEY,5/3/2019,,"HGR,TIE","AMB,CHTR,INSTR,RNTL",Y-L,KHDC,,National
77,07419.12*A,AIRPORT,10LS,3/24/2022,ASW,NONE,LA,LOUISIANA,EVANGELINE,LA,BASILE,LEJEUNE AERIAL APPLICATIONS,PR,PR,ROBERT LEJEUNE,4273 MANUEL LAKE ROAD,"BASILE, LA 70515",337-432-5150,ROBERT LEJEUNE,4273 MANUEL LAKE ROAD,"BASILE, LA 70515",337-432-5150,30.49183472,-92.57284583,030-29-30.6000N,109770.6050N,092-34-22.2400W,0333262.2450W,E,46,E,,,,HOUSTON,2,E,43,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,,DRI,DE RIDDER,,1-800-WX-BRIEF,,,,,,5/1/2019,O,,,CONDITIONAL,,,,,,N,,,,,,,,,,N,,,,,,,1,,,,,,,,,,,,,,OWNER,5/1/2019,OWNER,5/1/2019,,,,,,,
78,08906.*A,AIRPORT,FMH,3/24/2022,ANE,NONE,MA,MASSACHUSETTS,BARNSTABLE,MA,FALMOUTH,CAPE COD COAST GUARD AIR STATION,CG,PR,US COAST GUARD,3172 HERBERT RD,"BUZZARDS BAY, MA 02542",,TONY HYLINSKI,"3172 HERBERT RD, BUILDING 3172","BUZZARDS BAY, MA 02542",(508) 968-6674,41.65913889,-70.52280556,041-39-32.9000N,149972.9000N,070-31-22.1000W,0253882.1000W,E,130.2,S,15W,1980,970,NEW YORK,,,,ZBW,ZCB,BOSTON,ZBW,ZCB,BOSTON,N,BDR,BRIDGEPORT,,1-800-WX-BRIEF,,,,FMH,Y,3/1/1941,O,,,NOT ANALYZED,N,N,N,N,,N,,9/11/2017,J5,NONE,NONE,NONE,LOW,,SEE RMK,Y,,,N,CG,N,,,,,,,,,,,,,,32417,,3RD PARTY SURVEY,10/10/2012,3RD PARTY SURVEY,10/10/2012,,HGR,,Y,KFMH,,
79,08484.*A,AIRPORT,ADW,3/24/2022,AEA,DCA,MD,MARYLAND,PRINCE GEORGES,MD,CAMP SPRINGS,JOINT BASE ANDREWS,MA,PR,USAF,ANDREWS AFB,"WASHINGTON, DC 20331",301-981-1110,CHIEF AFLD MANAGEMENT,ANDREWS AFB,"WASHINGTON, DC 20331",301-981-9442,38.81082556,-76.86704639,038-48-38.9700N,139718.9720N,076-52-01.3700W,0276721.3670W,E,279.5,S,10W,1995,,WASHINGTON,3,E,,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,ADW,Y,2/1/1944,O,,,NOT ANALYZED,N,N,,N,,N,,9/9/1976,,MAJOR,MAJOR,NONE,LOW,,SS-SR,Y,,,N,CG,,,,,,,,,,,,,,,210000,,FAA,10/4/2018,MILITARY,3/8/2012,,HGR,CARGO,Y,KADW,,
80,08645.*A,AIRPORT,SBY,3/24/2022,AEA,DCA,MD,MARYLAND,WICOMICO,MD,SALISBURY,SALISBURY-OCEAN CITY WICOMICO RGNL,PU,PU,WICOMICO COUNTY,PO BOX 870,"SALISBURY, MD 21803",410-548-4801,ANTHONY RUDY,"5485 AIRPORT TERMINAL RD, UNIT A","SALISBURY, MD 21804",410-548-4827,38.34018944,-75.50947806,038-20-24.6800N,138024.6820N,075-30-34.1200W,0271834.1210W,E,52.5,S,12W,2000,,WASHINGTON,4,SE,1081,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,SBY,Y,2/1/1944,O,I B S 05/1975,NGSYH3,NOT ANALYZED,N,N,N,Y,F,F,3/12/2021,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,119.425,N,CG,N,,43,4,62,3,,,1,,,6186,10218,12475,10426,12/31/2020,3RD PARTY SURVEY,10/20/2016,3RD PARTY SURVEY,10/20/2016,,"HGR,TIE","AFRT,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KSBY,Non-Hub,
81,07885.*A,AIRPORT,BXM,3/24/2022,ANE,NONE,ME,MAINE,CUMBERLAND,ME,BRUNSWICK,BRUNSWICK EXEC,PU,PU,MIDCOAST RGNL REDEVELOPMENT AUTH,15 TERMINAL DRIVE,"BRUNSWICK, ME 04011",(207) 798-6512,JIM NALL,15 TERMINAL DRIVE,"BRUNSWICK, ME 04011",207-406-2081,43.89235511,-69.93882969,043-53-32.4800N,158012.4784N,069-56-19.7900W,0251779.7869W,E,74.7,S,18W,1985,,NEW YORK,2,SE,920,ZBW,ZCB,BOSTON,ZBW,ZCB,BOSTON,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,BGR,Y,4/1/1940,O,,NG,,,,,N,S,C,8/19/2020,8/13/1976,100LL A+,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,N,122.725,122.725,Y,CG,,,42,1,0,0,0,0,0,,,,5000,10000,400,8/19/2020,FAA,2/10/2015,3RD PARTY SURVEY,7/9/2010,Y,"HGR,TIE","CHTR,INSTR,RNTL",Y-L,KBXM,,Local
82,08081.5*A,AIRPORT,ME16,3/24/2022,ANE,NONE,ME,MAINE,AROOSTOOK,ME,LIMESTONE,LORING INTL,PU,PR,LORING DEVELOPMENT AUTHORITY,154 DEVELOPMENT DRIVE - SUITE F,"LIMESTONE, ME 04750",207-328-7005,LORING DEVELOPMENT AUTHORITY,154 DEVELOPMENT DRIVE - SUITE F,"LIMESTONE, ME 04750",207-328-7005,46.95042778,-67.88586111,046-57-01.5400N,169021.5400N,067-53-09.1000W,0244389.1000W,E,746,S,21W,1985,1154,HALIFAX,3,NW,,ZBW,ZCB,BOSTON,ZBW,ZCB,BOSTON,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,,N,10/1/1997,O,,,CONDITIONAL,Y,N,N,Y,,N,,4/13/2019,,,,NONE,,,,N,123,,N,,,,,,,,,,,,,,,,,,FAA,12/21/2004,FAA,12/21/2004,,HGR,,Y,,,
83,10329.*A,AIRPORT,CIU,3/24/2022,AGL,DET,MI,MICHIGAN,CHIPPEWA,MI,SAULT STE MARIE,CHIPPEWA COUNTY INTL,PU,PU,CHIPPEWA COUNTY ECON DEV CORP,5019 W AIRPORT DR,"KINCHELOE, MI 49788-1643",906-495-5631,TAMI L BESEAU,5019 W AIRPORT DR,"KINCHELOE, MI 49788-1643",906-495-5631,46.25075167,-84.47238417,046-15-02.7100N,166502.7060N,084-28-20.5800W,0304100.5830W,E,799.3,S,07W,2015,800,LAKE HURON,15,S,1850,ZMP,ZCP,MINNEAPOLIS,ZYZ,ZYZ,TORONTO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,CIU,Y,,O,I A S 04/1977,NGPY,NO OBJECTION,Y,N,N,Y,F,F,9/8/2021,,100LL A,,,NONE,NONE,SEE RMK,SS-SR,N,123,123,Y,CG,N,,10,2,1,0,,,,1456,,1184,200,300,20,8/31/2021,3RD PARTY SURVEY,7/25/2021,3RD PARTY SURVEY,7/25/2021,,"HGR,TIE",,Y-L,KCIU,Non-Hub,
84,11605.*A,AIRPORT,CGI,3/24/2022,ACE,NONE,MO,MISSOURI,SCOTT,MO,CAPE GIRARDEAU,CAPE GIRARDEAU RGNL,PU,PU,CITY OF CAPE GIRARDEAU,"CITY HALL, 401 INDEPENDENCE","CAPE  GIRARDEAU, MO 63701",573-334-1212,MS. KATRINA D. AMOS,PO BOX 617,"CAPE GIRARDEAU, MO 63702",573-334-6230,37.22530556,-89.57075,037-13-31.1000N,134011.1000N,089-34-14.7000W,0322454.7000W,E,341.6,S,02W,2015,,ST LOUIS,5,SW,557,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,CGI,Y,4/1/1943,O,I A S 05/1973,NGRY,NO OBJECTION,N,N,N,Y,F,F,11/5/2021,,100LL A,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,Y,122.95,125.525,N,CG,N,,49,7,5,6,0,0,0,0,,1482,11770,12144,247,9/30/2021,3RD PARTY SURVEY,9/12/2011,3RD PARTY SURVEY,9/12/2011,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KCGI,,Regional
85,11858.*A,AIRPORT,LLU,3/24/2022,ACE,NONE,MO,MISSOURI,BARTON,MO,LAMAR,LAMAR MUNI,PU,PU,CITY OF LAMAR,1104 BROADWAY,"LAMAR, MO 64759",417 682-5554,RUSS WORSLEY,1104 BROADWAY,"LAMAR, MO 64759",417-682-5554,37.48597222,-94.312,037-29-09.5000N,134949.5000N,094-18-43.2000W,0339523.2000W,E,1009.8,S,02E,2015,,KANSAS CITY,2,SW,105,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,COU,COLUMBIA,,1-800-WX-BRIEF,,,,COU,Y,3/1/1951,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,7/23/2020,,100LL A,,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,16,0,0,0,0,0,0,,,300,3200,1800,20,12/31/2019,3RD PARTY SURVEY,11/7/2015,3RD PARTY SURVEY,11/7/2015,,TIE,"AGRI,INSTR,RNTL",Y-L,KLLU,,Local
86,11921.*A,AIRPORT,MYJ,3/24/2022,ACE,NONE,MO,MISSOURI,AUDRAIN,MO,MEXICO,MEXICO MEML,PU,PU,CITY OF MEXICO,300 N. COAL,"MEXICO, MO 65265",573-581-2100,JAY JACOBI,5720 HWY 54 EAST,"MEXICO, MO 65265",573-581-0162,39.15751167,-91.81826389,039-09-27.0400N,140967.0420N,091-49-05.7500W,0330545.7500W,E,822.7,S,02E,2000,,KANSAS CITY,3,E,290,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,STL,Y,4/1/1940,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,5/14/2019,,100LL A MOGAS,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,19,7,0,0,0,0,0,,,1650,2040,10276,56,12/31/2018,3RD PARTY SURVEY,7/22/2015,3RD PARTY SURVEY,7/22/2015,,TIE,"AGRI,INSTR,RNTL",Y-L,KMYJ,,Local
87,51533.1*A,AIRPORT,TNI,3/24/2022,AWP,HNL,MP,N MARIANA ISLANDS,NORTHERN MARIANA IS,MP,TINIAN ISLAND,TINIAN INTL,PU,PU,COMMONWEALTH PORTS AUTHORITY,PO BOX 235,"TINIAN, MP 96952-1055",(670) 237-6520,ANTONIO RAMON. BORJA,PO BOX 235,"TINIAN, MP 96952-1055",(670) 433-9294,14.99923056,145.6193508,014-59-57.2300N,053997.2300N,145-37-09.6600E,0524229.6630E,E,270,S,01E,2005,,GNC 7,1,N,1416,ZUA,ZUA,GUAM,ZUA,ZUA,GUAM,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,HNL,Y,5/1/1973,O,I A S 07/1989,NGY,NOT ANALYZED,,,N,Y,F,F,10/23/2018,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,123.6,Y,CG,N,,14,5,,,,,,0,,21610,2365,5154,78,10/30/2018,3RD PARTY SURVEY,10/4/2016,3RD PARTY SURVEY,10/4/2016,,,"CARGO,CHTR",Y,PGWT,Non-Hub,
88,11195.*A,AIRPORT,CBM,3/24/2022,ASO,JAN,MS,MISSISSIPPI,LOWNDES,MS,COLUMBUS,COLUMBUS AFB,MA,PR,USAF,"HQ 14TH FTW ATC,COLUMBUS AFB","COLUMBUS, MS 39701",,AIRFIELD MANAGER,"HQ 14TH FTW ATC,COLUMBUS AFB","COLUMBUS, MS 39701-5000",662-434-2993,33.645175,-88.44591944,033-38-42.6300N,121122.6300N,088-26-45.3100W,0318405.3100W,E,218,S,00E,1995,,MEMPHIS,9,N,,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,CBM,Y,1/1/1943,O,,,NOT ANALYZED,N,N,N,N,,N,,7/24/2012,A++,MAJOR,MAJOR,LOW,LOW,SS-SR,SS-SR,Y,,,N,CG,,,,,,,,,,700,,,,,452820,,MILITARY,10/15/2019,MILITARY,10/15/2019,,HGR,CARGO,Y,KCBM,,
89,11431.*A,AIRPORT,1MS8,3/24/2022,ASO,JAN,MS,MISSISSIPPI,LOWNDES,MS,SHUQUALAK,"COLUMBUS AFB AUX FLD, (GUNSHY)",MA,PR,HQ 14TH FLYING TRAINING WING,COLUMBUS AFB,"COLUMBUS, MS 39701-5000",601-434-7560,MAJOR LANDRY,HQ 14TH FLYING TRAINING WING,"COLUMBUS AFB, MS 39701-5000",601-434-7560,32.94012889,-88.57920972,032-56-24.4600N,118584.4640N,088-34-45.1500W,0318885.1550W,E,260,E,02E,1985,,MEMPHIS,3,S,,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,,N,,O,,,NOT ANALYZED,,,,,,N,,1/3/1991,,,,,,,,N,,122.7,N,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
90,11444.*A,AIRPORT,STF,3/24/2022,ASO,JAN,MS,MISSISSIPPI,OKTIBBEHA,MS,STARKVILLE,GEORGE M BRYAN,PU,PU,CITY OF STARKVILLE,101 LAMPKIN ST,"STARKVILLE, MS 39759",662-323-4583,RODNEY LINCOLN,PO BOX 1424,"STARKVILLE, MS 39760",662-418-5900,33.43311111,-88.84861111,033-25-59.2000N,120359.2000N,088-50-55.0000W,0319855.0000W,E,332.6,S,01W,2005,,MEMPHIS,3,SW,635,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,GWO,Y,4/1/1940,O,,NGRY3,NO OBJECTION,N,N,N,Y,S,S,2/10/2022,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.7,122.7,Y,CG,N,,45,0,2,0,7,0,0,,,,20529,9987,721,2/10/2022,3RD PARTY SURVEY,6/20/2006,3RD PARTY SURVEY,6/20/2006,,TIE,"GLD,INSTR,RNTL,TOW",Y-L,KSTF,,Regional
91,11244.*A,AIRPORT,GLH,3/24/2022,ASO,JAN,MS,MISSISSIPPI,WASHINGTON,MS,GREENVILLE,GREENVILLE MID-DELTA,PU,PU,CITY OF GREENVILLE,340 MAIN ST,"GREENVILLE, MS 38701",,SAM WASHINGTON,166 FIFTH AVE SUITE 300,"GREENVILLE, MS 38703",662-334-3121,33.48288111,-90.98561389,033-28-58.3700N,120538.3720N,090-59-08.2100W,0327548.2100W,E,130.5,S,03E,1990,,MEMPHIS,5,NE,2000,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,GLH,Y,6/1/1942,O,,NGPY3,NO OBJECTION,N,N,N,Y,F,F,8/30/2019,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,119,Y,CG,N,,9,2,0,0,0,0,0,10,,1389,1284,13767,6524,7/31/2019,NGS,,,,,"HGR,TIE","AGRI,CARGO",Y-L,KGLH,,Regional
92,11253.*A,AIRPORT,GPT,3/24/2022,ASO,JAN,MS,MISSISSIPPI,HARRISON,MS,GULFPORT,GULFPORT-BILOXI INTL,PU,PU,GULFPORT-BILOXI RGNL APT AUTH,14035-L AIRPORT RD,"GULFPORT, MS 39503",228-863-5951,CLAY WILLIAMS,14035-L AIRPORT RD,"GULFPORT, MS 39503",228-863-5951,30.40726917,-89.07009583,030-24-26.1700N,109466.1690N,089-04-12.3400W,0320652.3450W,E,28,S,02W,2020,800,NEW ORLEANS,3,NE,1400,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,GPT,Y,,O,I B S 05/1973,NGPY3,NOT ANALYZED,N,Y,N,Y,F,F,2/23/2021,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,123.7,Y,CG,N,,33,3,2,3,0,0,0,5786,,3508,5428,7462,25605,12/31/2020,3RD PARTY SURVEY,6/6/2019,3RD PARTY SURVEY,6/6/2019,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KGPT,Small,
93,11339.2*A,AIRPORT,NJW,3/24/2022,ASO,JAN,MS,MISSISSIPPI,LAUDERDALE,MS,MERIDIAN,JOE WILLIAMS NOLF,MN,PR,US NAVY,COMTRAWING 1,"NAS MERIDIAN, MS 39309",,,,,,32.79892667,-88.83452639,032-47-56.1400N,118076.1360N,088-50-04.3000W,0319804.2950W,E,539.1,E,01W,2010,,MEMPHIS,,,,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,NMM,Y,,O,,,,,,,N,,N,,7/3/1980,A++,,,,,SEE RMK,,Y,,,N,,,,,,,,,,,,,,,,,,MILITARY,6/8/2010,MILITARY,6/8/2010,,,,,KNJW,,
94,11339.*A,AIRPORT,MEI,3/24/2022,ASO,JAN,MS,MISSISSIPPI,LAUDERDALE,MS,MERIDIAN,KEY FLD,PU,PU,MERIDIAN ARPT AUTH,2811A AIRPORT BLVD,"MERIDIAN, MS 39307",601-482-0364,TOM WILLIAMS,2811A AIRPORT BLVD,"MERIDIAN, MS 39307",601-482-0364,32.33261111,-88.75186111,032-19-57.4000N,116397.4000N,088-45-06.7000W,0319506.7000W,E,298,S,02W,2015,,MEMPHIS,3,SW,1000,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,MEI,Y,4/1/1940,O,I A S 05/1973,NGPY3,NO OBJECTION,N,N,N,Y,F,F,4/28/2021,,100 A A++,MAJOR,MAJOR,,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,133.975,Y,CG,N,,44,7,5,3,1,18,,22,,3259,9068,12639,61763,3/31/2021,3RD PARTY SURVEY,3/16/2010,3RD PARTY SURVEY,3/16/2010,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL",Y-L,KMEI,,Regional
