,Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role,DD_Latitudes,DD_Longitudes
645,24955.15*A,AIRPORT,10X,2022-03-24,ASW,TEX,TX,TEXAS,KINNEY,TX,UVALDE,OX RANCH,PR,PU,"OX RANCH INVESTMENT, LLC",1946 PRIVATE ROAD 2485,"UVLADE, TX 78801-6760",830-275-4962,CHRISTOPHER TYSON,1946 PRIVATE ROAD 2485,"UVALDE, TX 78801-6760",830-275-4962,029-27-41.3300N,106061.3350N,100-06-51.4400W,0360411.4410W,E,1305.3,S,04E,2025.0,,SAN ANTONIO,23.0,NW,40.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,,,2015-09-01,O,,,NO OBJECTION,,,,,,N,,2021-11-15,A1+,NONE,NONE,NONE,NONE,SEE RMK,,N,,122.8,N,,,,1.0,,,,,,,,,,,75.0,,2021-10-31,ARPTS CONTRACTOR,2021-05-05,ARPTS CONTRACTOR,2021-05-05,,TIE,,Y,,,,29.461481944444447,-100.11428916666665
646,24462.*A,AIRPORT,PSX,2022-03-24,ASW,TEX,TX,TEXAS,MATAGORDA,TX,PALACIOS,PALACIOS MUNI,PU,PU,CITY OF PALACIOS,PO BOX 845,"PALACIOS, TX 77465",361-972-3605,DAVID KAUFFMAN,PO BOX 845,"PALACIOS, TX 77465",361-972-3605,028-43-39.0000N,103419.0000N,096-15-03.4000W,0346503.4000W,E,14.1,S,03E,2015.0,,HOUSTON,3.0,NW,1538.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,PSX,Y,1943-08-01,O,,NPR,NO OBJECTION,N,N,N,Y,S,S,2017-04-27,,100LL,,,,,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4200.0,1400.0,1460.0,2017-04-27,NGS,2008-02-06,NGS,2008-02-06,,TIE,,Y-L,KPSX,,Basic,28.7275,-96.25094444444446
647,24067.1*A,AIRPORT,LVJ,2022-03-24,ASW,TEX,TX,TEXAS,BRAZORIA,TX,HOUSTON,PEARLAND RGNL,PR,PU,CLOVER ACQUISITION CORP.,17622 AIRFIELD LN,"PEARLAND, TX 77581",281-482-7551,"TEXAS AVIATION PARTNERS, LLC","1807 AIRPORT DR., STE 200","SAN MARCOS, TX 78666",281-482-7551,029-31-16.6000N,106276.6000N,095-14-31.7000W,0342871.7000W,E,43.9,S,03E,2015.0,,HOUSTON,17.0,S,450.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,LVJ,Y,1950-10-01,O,,N,NOT ANALYZED,N,N,N,N,S,S,2017-02-09,,100LL A,MAJOR,MAJOR,,,SEE RMK,SS-SR,N,122.725,122.725,Y,CG,N,,215.0,21.0,3.0,11.0,0.0,0.0,1.0,,,,40000.0,20000.0,,2017-02-09,3RD PARTY SURVEY,2007-02-19,3RD PARTY SURVEY,2007-02-19,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL",Y-L,KLVJ,,Regional,29.52127777777778,-95.24213888888889
648,24544.*A,AIRPORT,72TA,2022-03-24,ASW,TEX,TX,TEXAS,MATAGORDA,TX,PORT O'CONNOR,PIERCE FLD,PR,PR,MATAGORDA PENINSULA LAND OWNERS,105 SNIPE COURT,"LAKEWAY, TX 78734",512-810-4052,PHILLIP THOMPSON,105 SNIPE CT,"LAKEWAY, TX 78734",512-810-4052,028-27-02.6500N,102422.6500N,096-18-14.3500W,0346694.3500W,E,5.0,E,06E,1990.0,,HOUSTON,6.0,E,,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,,N,1992-11-01,O,,,NO OBJECTION,,,,,2,N,,2021-02-23,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,OWNER,2017-05-18,OWNER,2017-05-18,,,,,,,,28.45073611111111,-96.3039861111111
649,24537.*A,AIRPORT,PIL,2022-03-24,ASW,TEX,TX,TEXAS,CAMERON,TX,PORT ISABEL,PORT ISABEL-CAMERON COUNTY,PU,PU,CAMERON COUNTY,"COUNTY COURTHOUSE, 1100 E. MONROE","BROWNSVILLE, TX 78520",956-544-0830,JOE VEGA,33174 STATE PARK RD 100  SOUTH,"SOUTH PADRE ISLAND, TX 78597",(956) 761-3700,026-09-58.3000N,094198.3000N,097-20-45.2000W,0350445.2000W,E,18.6,S,05E,2010.0,,BROWNSVILLE,10.0,NW,826.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,PIL,Y,1943-10-01,O,,NPY,NOT ANALYZED,N,N,N,Y,S,C,2017-01-13,,100LL A,MINOR,MINOR,,LOW,SS-SR,SS-SR,N,122.8,122.8,Y,CG,N,,16.0,3.0,0.0,1.0,0.0,0.0,0.0,,,20.0,2400.0,11000.0,16000.0,2017-01-11,3RD PARTY SURVEY,2007-04-03,3RD PARTY SURVEY,2007-04-03,,"HGR,TIE","CARGO,CHTR,INSTR,PAJA,RNTL,SALES",Y,KPIL,,Local,26.166194444444443,-97.34588888888888
650,23781.1*A,AIRPORT,17XS,2022-03-24,ASW,TEX,TX,TEXAS,ERATH,TX,DUBLIN,QUAHADI RANCH,PR,PR,MEREGRASS INC,14099 COUNTY LINE RD 355,"DUBLIN, TX 76446",254-445-3322,MEREGRASS INC,14099 COUNTY LINE RD 355,"DUBLIN, TX 76446",254-445-3322,032-10-39.9500N,115839.9470N,098-26-06.1800W,0354366.1800W,E,1422.0,E,06E,2005.0,,DALLAS-FT WORTH,7.0,W,50.0,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,FDC,,2003-08-01,O,,,CONDITIONAL,,,,,2,N,,2022-02-01,,,,,,SEE RMK,SEE RMK,N,,,N,CG,,,,2.0,3.0,,,,,,,,,,,,FAA,2003-08-30,FAA,2003-08-30,,,,Y,,,,32.17776305555555,-98.43505
651,24949.*A,AIRPORT,RND,2022-03-24,ASW,TEX,TX,TEXAS,BEXAR,TX,UNIVERSAL CITY,RANDOLPH AFB,MA,PR,U.S. AIR FORCE,RANDOLPH AFB,"UNIVERSITY CITY, TX 78148",,COMMANDING OFFICER,RANDOLPH AFB,"UNIVERSITY CITY, TX 78148",,029-31-44.0600N,106304.0630N,098-16-40.9100W,0353800.9100W,E,760.9,S,05E,2010.0,,SAN ANTONIO,13.0,NE,,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,RND,Y,1937-09-01,O,,,NOT ANALYZED,,,,N,,N,,1976-09-09,,MINOR,NONE,NONE,HIGH/LOW,SS-SR,SS-SR,Y,,,N,CG,,,,,,,,,,,,,,,,,MILITARY,2019-11-14,MILITARY,2019-11-14,,HGR,CARGO,,KRND,,,29.528906388888885,-98.27803055555555
652,23328.*A,AIRPORT,AMA,2022-03-24,ASW,TEX,TX,TEXAS,POTTER,TX,AMARILLO,RICK HUSBAND AMARILLO INTL,PU,PU,CITY OF AMARILLO,PO BOX 1971,"AMARILLO, TX 79105",806-378-3000,MICHAEL CONNER,10801 ARPT BLVD,"AMARILLO, TX 79111",806-335-1671,035-13-09.7000N,126789.7000N,101-42-21.3000W,0366141.3000W,E,3606.7,S,08E,2000.0,895.0,DALLAS-FT WORTH,7.0,E,3547.0,ZAB,ZCA,ALBUQUERQUE,ZAB,ZCA,ALBUQUERQUE,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,AMA,Y,1937-10-01,O,I B S 05/1973,NGPY3,NO OBJECTION,N,Y,N,Y,F,S,2021-08-19,,100LL A1+,MAJOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,122.95,118.3,Y,CG,N,,16.0,10.0,10.0,0.0,,,,5595.0,,6344.0,4274.0,11788.0,15594.0,2021-07-31,3RD PARTY SURVEY,2015-10-03,3RD PARTY SURVEY,2015-10-03,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KAMA,Non-Hub,,35.21936111111111,-101.70591666666667
653,23908.845*A,AIRPORT,TT66,2022-03-24,ASW,TEX,TX,TEXAS,NAVARRO,TX,FROST,ROWDY T RANCH,PR,PR,JOSHUA TREES,P.O. BOX 866,"ITALY, TX 76641",214-893-0329,JOSHUA TREES,P.O. BOX 866,"ITALY, TX 76641",214-893-0329,032-06-29.2400N,115589.2400N,096-48-30.6700W,0348510.6700W,E,538.0,E,,,,DALLAS-FT WORTH,2.0,N,0.0,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,,,2021-12-01,O,,,NO OBJECTION,,,,,,N,,,,,,,,,,N,,,,,,,1.0,,,,,,,,,,,,,,OWNER,2021-12-21,OWNER,2021-12-21,,,,,,,,32.10812222222223,-96.80851944444444
654,24709.*A,AIRPORT,SAT,2022-03-24,ASW,TEX,TX,TEXAS,BEXAR,TX,SAN ANTONIO,SAN ANTONIO INTL,PU,PU,CITY OF SAN ANTONIO,100 MILITARY PLAZA,"SAN ANTONIO, TX 78207",210-207-7253,"JESUS H. SAENZ, JR.",9800 AIRPORT BLVD,"SAN ANTONIO, TX 78216",210-207-3444,029-32-02.2500N,106322.2500N,098-28-08.6000W,0354488.6050W,E,809.1,S,04E,2020.0,,SAN ANTONIO,7.0,N,2305.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,SAT,Y,1942-07-01,O,I C S 05/1973,NGYP3,NO OBJECTION,Y,Y,N,Y,F,F,2020-01-31,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,67.0,66.0,76.0,16.0,,,,97068.0,,20546.0,252.0,42861.0,4821.0,2019-09-30,3RD PARTY SURVEY,2019-10-28,3RD PARTY SURVEY,2019-10-28,,"HGR,TIE","AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KSAT,Medium,,29.533958333333334,-98.46905694444445
655,23915.*A,AIRPORT,GLS,2022-03-24,ASW,TEX,TX,TEXAS,GALVESTON,TX,GALVESTON,SCHOLES INTL AT GALVESTON,PU,PU,CITY OF GALVESTON,PO BOX 779,"GALVESTON, TX 77552",(409) 797-2590,MIKE SHAHAN,2115 TERMINAL DRIVE,"GALVESTON, TX 77554",(409) 797-3590,029-15-55.2000N,105355.2000N,094-51-37.5000W,0341497.5000W,E,5.6,S,02E,2015.0,,HOUSTON,3.0,SW,966.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,GLS,Y,1938-08-01,O,,NGPY3,NO OBJECTION,N,Y,N,Y,S,S,2017-05-04,,100LL A,MINOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,123.05,120.575,Y,CG,N,,86.0,8.0,8.0,29.0,0.0,0.0,0.0,10.0,,5712.0,8836.0,13879.0,1619.0,2019-09-30,3RD PARTY SURVEY,2014-01-15,3RD PARTY SURVEY,2014-01-15,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L,KGLS,,Regional,29.26533333333333,-94.86041666666667
656,25029.*A,AIRPORT,SPS,2022-03-24,ASW,TEX,TX,TEXAS,WICHITA,TX,WICHITA FALLS,SHEPPARD AFB/WICHITA FALLS MUNI,MA,PU,UNITED STATES AIR FORCE.,SHEPPARD AFB,"WICHITA FALLS, TX 76311",,JON WALTJEN,"4000 ARMSTRONG DR, STE 8","WICHITA FALLS, TX 76305",940-676-7119,033-59-19.6800N,122359.6820N,098-29-30.8500W,0354570.8490W,E,1019.1,S,05E,2010.0,,DALLAS-FT WORTH,5.0,N,3800.0,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,SPS,Y,,O,I B S 05/1973,NGY,NOT ANALYZED,N,N,Y,N,F,F,2020-10-30,,100LL A,MINOR,MINOR,NONE,,SEE RMK,SS-SR,Y,122.95,119.75,N,CG,N,,3.0,9.0,1.0,,,200.0,,3265.0,,,1375.0,1262.0,196132.0,2020-09-30,MILITARY,2018-07-27,MILITARY,2018-07-27,,TIE,,Y-L,KSPS,Non-Hub,,33.98880055555556,-98.4919025
657,24656.12*A,AIRPORT,91TS,2022-03-24,ASW,TEX,TX,TEXAS,BRAZORIA,TX,ROSHARON,SONGBIRD RANCH,PR,PR,SONGBIRD RANCH INC,16 SONGBIRD DRIVE,"ROSHARON, TX 77583",281-331-0195,NEILL NORTHINGTON,16 SONGBIRD DRIVE,"ROSHARON, TX 77583",281-585-5199,029-22-02.6700N,105722.6700N,095-20-26.0000W,0343226.0000W,E,34.0,E,06E,1985.0,,HOUSTON,6.0,E,70.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,,N,1987-06-01,O,,,CONDITIONAL,,,,,2,N,,2018-09-06,,,,,,,,N,,,N,,,,16.0,2.0,,,,,,,,,,,,,OWNER,2007-08-08,,,,,,Y,,,,29.367408333333334,-95.34055555555555
658,24062.*A,AIRPORT,HDO,2022-03-24,ASW,TEX,TX,TEXAS,MEDINA,TX,HONDO,SOUTH TEXAS RGNL AT HONDO,PU,PU,CITY OF HONDO,1600 AVENUE M,"HONDO, TX 78861",830-426-3378,RYAN ELDER,700 VANDENBERG RD,"HONDO, TX 78861",830-426-3810,029-21-32.8700N,105692.8700N,099-10-38.9700W,0357038.9700W,E,930.1,S,08E,1980.0,800.0,SAN ANTONIO,2.0,NW,3500.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,HDO,Y,1943-07-01,O,,NP,NOT ANALYZED,N,N,N,N,S,S,2017-02-15,,100LL A,MINOR,MINOR,HIGH,HIGH,SS-SR,SS-SR,N,122.725,122.725,Y,CG,N,,65.0,4.0,3.0,3.0,0.0,0.0,0.0,,,,20000.0,5000.0,,2017-02-15,AVN,2011-03-23,FAA,2013-09-16,,"HGR,TIE","AVNCS,INSTR,SALES",Y-L,KHDO,,Local,29.359130555555556,-99.17749166666667
659,24067.61*A,AIRPORT,SGR,2022-03-24,ASW,TEX,TX,TEXAS,FORT BEND,TX,HOUSTON,SUGAR LAND RGNL,PU,PU,CITY OF SUGAR LAND,PO BOX 110,"SUGAR LAND, TX 77487-0110",281-275-2100,ELIZABETH V. ROSENBAUM,12888 B HWY 6 SOUTH,"SUGAR LAND, TX 77498",281-275-2100,029-37-20.0900N,106640.0950N,095-39-23.5200W,0344363.5230W,E,81.1,S,05E,2000.0,,HOUSTON,17.0,SW,622.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,SGR,Y,,O,,N,CONDITIONAL,N,N,N,N,S,S,2017-02-09,1980-07-21,100LL A,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.65,Y,CG,Y,,95.0,18.0,41.0,3.0,0.0,0.0,0.0,,,5859.0,26687.0,40809.0,222.0,2017-02-09,3RD PARTY SURVEY,2017-12-13,3RD PARTY SURVEY,2017-12-13,,"HGR,TIE","AMB,CHTR,INSTR,RNTL",Y-L,KSGR,,National,29.62224861111111,-95.65653416666667
660,24868.*A,AIRPORT,SLR,2022-03-24,ASW,TEX,TX,TEXAS,HOPKINS,TX,SULPHUR SPRINGS,SULPHUR SPRINGS MUNI,PU,PU,CITY OF SULPHUR SPRINGS,125 SOUTH DAVIS ST.,"SULPHUR SPRINGS, TX 75482",903-885-7541,JOEY BAKER,1220 CESSNA DR.,"SULPHUR SPRINGS, TX 75482",903-885-4911,033-09-35.4000N,119375.4000N,095-37-16.1000W,0344236.1000W,E,489.3,S,03E,2010.0,,DALLAS-FT WORTH,2.0,NW,197.0,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,SLR,Y,1940-01-01,O,,NGY,,,,,,S,S,2019-11-07,,100LL A,MAJOR,MAJOR,,,SEE RMK,SS-SR,N,123.075,123.075,Y,CG,N,,47.0,9.0,5.0,1.0,0.0,0.0,0.0,,,60.0,25800.0,8100.0,40.0,2016-06-23,NGS,2007-06-07,NGS,2011-01-13,,"HGR,TIE","INSTR,RNTL",Y-L,KSLR,,Regional,33.15983333333333,-95.6211388888889
661,23887.4*A,AIRPORT,9F9,2022-03-24,ASW,TEX,TX,TEXAS,TARRANT,TX,FORT WORTH,SYCAMORE STRIP,PR,PU,CONNIE AND RON GYURE,2300 CUMMINGHAM STREET,"FORT WORTH, TX 76134",817-293-0510,CONNIE AND RON GYURE,2300 CUNNINGHAM ST,"FORT WORTH, TX 76134",817-293-0510,032-37-37.3000N,117457.3000N,097-21-14.4200W,0350474.4250W,E,762.0,E,07E,1985.0,800.0,DALLAS-FT WORTH,8.0,S,16.0,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,FTW,Y,1967-02-01,O,,,CONDITIONAL,N,N,N,N,S,C,2019-04-16,,100LL,MINOR,MINOR,NONE,NONE,SEE RMK,,N,122.8,122.8,Y,,Y,,22.0,3.0,,,,,,,,,900.0,20.0,,2019-04-16,FAA-EST,2013-05-08,FAA-EST,2013-05-08,,TIE,"INSTR,RNTL",Y,,,,32.627027777777776,-97.35400694444444
662,23506.3*A,AIRPORT,83TX,2022-03-24,ASW,TEX,TX,TEXAS,BRAZOS,TX,BRYAN,TEXAS A & M FLIGHT TEST STATION,PR,PR,TEXAS A & M UNIVERSITY,,"COLLEGE STATION, TX 77843-1369",(979) 458-1151,DAVID MORRISON,(FCOR) FACILITIES COORDINATION-TAMU,"COLLEGE STATION, TX 77843-1369",(979) 458-1151,030-38-00.7200N,110280.7200N,096-29-00.8800W,0347340.8800W,E,264.0,E,06E,1985.0,,HOUSTON,6.0,W,,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,,N,1966-10-01,O,,,NO OBJECTION,,,,,2,N,,2016-08-16,,NONE,NONE,,,,,N,,,N,,N,,3.0,0.0,,2.0,0.0,,,,,,,,,,OWNER,2002-05-31,,,,,,N,,,,30.633533333333332,-96.48357777777778
663,23337.22*A,AIRPORT,LBX,2022-03-24,ASW,TEX,TX,TEXAS,BRAZORIA,TX,ANGLETON/LAKE JACKSON,TEXAS GULF COAST RGNL,PU,PU,BRAZORIA COUNTY,BRAZORIA COUNTY COURTHOUSE,"ANGLETON, TX 77515",979-849-5711,JEFF BILYEU,8000 AIRPORT WAY,"ANGLETON, TX 77515",979-849-5755,029-06-31.1000N,104791.1000N,095-27-43.5000W,0343663.5000W,E,25.2,S,05E,2000.0,,HOUSTON,4.0,SW,674.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,LBX,Y,1980-03-01,O,IV A U 08/1999,NGY,NO OBJECTION,,,,Y,S,F,2021-06-10,,100LL A,MINOR,MAJOR,LOW,,SEE RMK,SS-SR,N,123.0,123.0,Y,CG,N,,67.0,6.0,1.0,4.0,0.0,0.0,0.0,520.0,,2890.0,27740.0,45831.0,1000.0,2021-01-01,NGS,2007-03-03,NGS,2007-03-03,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L,KLBX,,Local,29.10863888888889,-95.46208333333334
664,24980.*A,AIRPORT,CNW,2022-03-24,ASW,TEX,TX,TEXAS,MC LENNAN,TX,WACO,TSTC WACO,PU,PU,TEXAS STATE TECH COLLEGE,T.S.T.C.,"WACO, TX 76705",254-799-3611,KELLY FILGO,"TSTC, ARPT MGR","WACO, TX 76705",254-867-4802,031-38-16.1000N,113896.1000N,097-04-26.9000W,0349466.9000W,E,470.2,S,04E,2015.0,,SAN ANTONIO,8.0,NE,2200.0,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,FTW,Y,1942-05-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-12-17,,100LL A,MINOR,MINOR,,,SEE RMK,SS-SR,Y,122.95,124.0,Y,CG,N,,22.0,2.0,0.0,4.0,0.0,0.0,0.0,,,,30000.0,30000.0,30000.0,2016-05-24,3RD PARTY SURVEY,2011-10-23,3RD PARTY SURVEY,2011-10-23,,"HGR,TIE","AGRI,INSTR",Y-L,KCNW,,Local,31.637805555555556,-97.0741388888889
665,24947.*A,AIRPORT,TYR,2022-03-24,ASW,TEX,TX,TEXAS,SMITH,TX,TYLER,TYLER POUNDS RGNL,PU,PU,CITY OF TYLER,PO BOX 2039,"TYLER, TX 75710",903-531-9825,STEVE M. THOMPSON,"700 SKYWAY BLVD, SUITE 201","TYLER, TX 75704",903-531-2343,032-21-12.7700N,116472.7700N,095-24-10.7200W,0343450.7200W,E,543.9,S,03E,2015.0,,DALLAS-FT WORTH,3.0,W,1200.0,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,TYR,Y,1937-11-01,O,I B S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,2021-05-21,,100LL A,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,122.95,120.1,Y,CG,N,,71.0,15.0,19.0,5.0,,,,2443.0,,4016.0,6484.0,22065.0,526.0,2019-04-30,3RD PARTY SURVEY,2020-08-24,3RD PARTY SURVEY,2020-08-24,,"HGR,TIE","AFRT,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KTYR,Non-Hub,,32.353547222222225,-95.40297777777778
666,24742.39*A,AIRPORT,3TX4,2022-03-24,ASW,TEX,TX,TEXAS,GALVESTON,TX,SANTA FE,WESTWIND HELICOPTERS,PR,PR,WESTWIND HELICOPTERS,8426 FM 2004,"SANTA FE, TX 77510",409-925-7300,ROBERT MCCOY,8426 FM 2004,"SANTA FE, TX 77510",361-354-1890,029-19-37.5500N,105577.5500N,095-03-33.6000W,0342213.6000W,E,20.0,E,,,,HOUSTON,4.0,SW,24.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,,,2014-02-01,O,,,,,,,,2,N,,2018-02-07,A,,,,,,,N,,,,,,,2.0,,,5.0,,,,,,,,,,,OWNER,2013-07-01,OWNER,2013-07-01,,,,Y,,,,29.32709722222222,-95.05933333333333
667,24071.*A,AIRPORT,HOU,2022-03-24,ASW,TEX,TX,TEXAS,HARRIS,TX,HOUSTON,WILLIAM P HOBBY,PU,PU,CITY OF HOUSTON,16930 JF KENNEDY BLVD,"HOUSTON, TX 77032",281-233-3000,STEVE RUNGE,PO BOX 60106,"HOUSTON, TX 77205",281-233-7351,029-38-44.8800N,106724.8794N,095-16-38.0300W,0342998.0337W,E,46.3,S,03E,2015.0,,HOUSTON,8.0,SE,1304.0,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,HOU,Y,1939-01-01,O,I C S 05/1973,NGY3,NO OBJECTION,Y,Y,N,Y,F,F,2021-05-21,,100LL A A1,MINOR,MINOR,HIGH/LOW,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,9.0,9.0,172.0,8.0,,,,78857.0,,29968.0,,43160.0,1855.0,2021-01-19,3RD PARTY SURVEY,2012-07-01,3RD PARTY SURVEY,2012-07-01,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL",Y,KHOU,Medium,,29.645799833333335,-95.27723158333335
668,24896.*A,AIRPORT,TA70,2022-03-24,ASW,TEX,TX,TEXAS,ANDERSON,TX,TENNESSEE COLONY,W J E,PU,PR,TEXAS DEPT OF CORRECTIONS,BOX 99,"HUNTSVILLE, TX 77340",713-295-6371,DEAN W. HAMM,BOX 99,"HUNTSVILLE, TX 77340",713-295-6371,031-47-00.6100N,114420.6060N,095-53-50.8700W,0345230.8650W,E,251.0,E,06E,1985.0,,HOUSTON,4.0,SW,,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,,N,1980-04-01,O,,,NO OBJECTION,,,,,2,N,,1982-07-26,,,,,,,,N,,,N,,N,,1.0,1.0,,,,,,,,,,,,,,,,,,,,Y,,,,31.78350166666667,-95.8974625
